datetime,store,weekday,sales,products_sold,clients_that_bought,year,month,day
2020-07-31,290,Friday,51914,12581,900,2020,7,31
2020-08-01,290,Saturday,76267,18835,1187,2020,8,1
2020-08-02,290,Sunday,45873,11088,783,2020,8,2
2020-08-03,290,Monday,46409,11725,894,2020,8,3
2020-08-04,290,Tuesday,47195,11681,869,2020,8,4
2020-08-05,290,Wednesday,48303,11838,852,2020,8,5
2020-08-06,290,Thursday,66288,16568,1146,2020,8,6
2020-08-07,290,Friday,120955,31639,1422,2020,8,7
2020-08-08,290,Saturday,251957,51300,1731,2020,8,8
2020-08-09,290,Sunday,149399,33390,1324,2020,8,9
2020-08-10,290,Monday,67461,15815,1090,2020,8,10
2020-08-11,290,Tuesday,74874,16500,1149,2020,8,11
2020-08-12,290,Wednesday,69251,16076,1122,2020,8,12
2020-08-13,290,Thursday,80703,18643,1173,2020,8,13
2020-08-14,290,Friday,98932,25811,1390,2020,8,14
2020-08-15,290,Saturday,118832,29365,1496,2020,8,15
2020-08-16,290,Sunday,64726,15195,986,2020,8,16
2020-08-17,290,Monday,51863,12652,957,2020,8,17
2020-08-18,290,Tuesday,48593,12164,926,2020,8,18
2020-08-19,290,Wednesday,61419,15691,1055,2020,8,19
2020-08-20,290,Thursday,70721,16383,1066,2020,8,20
2020-08-21,290,Friday,71227,16232,1051,2020,8,21
2020-08-22,290,Saturday,110082,24445,1417,2020,8,22
2020-08-23,290,Sunday,75747,16828,1138,2020,8,23
2020-08-24,290,Monday,49069,11371,937,2020,8,24
2020-08-25,290,Tuesday,64391,14562,1073,2020,8,25
2020-08-26,290,Wednesday,69157,16468,1155,2020,8,26
