datetime,store,weekday,sales,products_sold,clients_that_bought,year,month,day
2018-03-08,1027,Thursday,9550,2794,478,2018,3,8
2018-03-09,1027,Friday,10591,3214,551,2018,3,9
2018-03-10,1027,Saturday,11293,3011,429,2018,3,10
2018-03-11,1027,Sunday,2966,807,138,2018,3,11
2018-03-12,1027,Monday,8826,2563,514,2018,3,12
2018-03-13,1027,Tuesday,9274,2523,504,2018,3,13
2018-03-14,1027,Wednesday,9517,2771,565,2018,3,14
2018-03-15,1027,Thursday,12820,3808,602,2018,3,15
2018-03-16,1027,Friday,10943,3318,596,2018,3,16
2018-03-17,1027,Saturday,10087,2978,442,2018,3,17
2018-03-18,1027,Sunday,4825,1399,178,2018,3,18
2018-03-19,1027,Monday,9649,2825,542,2018,3,19
2018-03-20,1027,Tuesday,8550,2506,519,2018,3,20
2018-03-21,1027,Wednesday,12531,3628,626,2018,3,21
2018-03-22,1027,Thursday,14548,4281,654,2018,3,22
2018-03-23,1027,Friday,14392,4017,589,2018,3,23
2018-03-24,1027,Saturday,11161,3180,501,2018,3,24
2018-03-25,1027,Sunday,4122,1180,163,2018,3,25
2018-03-26,1027,Monday,8896,2752,530,2018,3,26
2018-03-27,1027,Tuesday,7752,2504,511,2018,3,27
2018-03-28,1027,Wednesday,9232,2777,485,2018,3,28
2018-04-02,1027,Monday,-47,0,-1,2018,4,2
2018-04-10,1027,Tuesday,-2,0,-1,2018,4,10
2018-04-11,1027,Wednesday,8083,2444,498,2018,4,11
2018-04-12,1027,Thursday,10109,3188,568,2018,4,12
2018-04-13,1027,Friday,9065,2946,566,2018,4,13
2018-04-14,1027,Saturday,9300,2608,421,2018,4,14
2018-04-15,1027,Sunday,2805,847,129,2018,4,15
2018-04-16,1027,Monday,8487,2724,514,2018,4,16
2018-04-17,1027,Tuesday,9671,2773,563,2018,4,17
2018-04-18,1027,Wednesday,9420,2952,569,2018,4,18
2018-04-19,1027,Thursday,9505,3016,591,2018,4,19
2018-04-20,1027,Friday,10598,3402,592,2018,4,20
2018-04-21,1027,Saturday,6620,1889,302,2018,4,21
2018-04-22,1027,Sunday,3295,879,161,2018,4,22
2018-04-23,1027,Monday,8508,2776,530,2018,4,23
2018-04-24,1027,Tuesday,7887,2543,510,2018,4,24
2018-04-25,1027,Wednesday,9174,2929,580,2018,4,25
2018-04-26,1027,Thursday,10332,3124,591,2018,4,26
2018-04-27,1027,Friday,10629,3212,575,2018,4,27
2018-04-28,1027,Saturday,10188,2945,476,2018,4,28
2018-04-29,1027,Sunday,3266,842,152,2018,4,29
2018-04-30,1027,Monday,9196,2812,476,2018,4,30
2018-05-01,1027,Tuesday,206,52,17,2018,5,1
2018-05-02,1027,Wednesday,10114,3189,595,2018,5,2
2018-05-03,1027,Thursday,11428,3695,650,2018,5,3
2018-05-04,1027,Friday,11252,3654,620,2018,5,4
2018-05-05,1027,Saturday,8904,2742,473,2018,5,5
2018-05-06,1027,Sunday,3420,994,171,2018,5,6
2018-05-07,1027,Monday,10320,3083,577,2018,5,7
2018-05-08,1027,Tuesday,9705,2888,549,2018,5,8
2018-05-09,1027,Wednesday,9812,2841,578,2018,5,9
2018-05-10,1027,Thursday,12050,3401,634,2018,5,10
2018-05-11,1027,Friday,10115,2944,559,2018,5,11
2018-05-12,1027,Saturday,9184,2588,432,2018,5,12
2018-05-13,1027,Sunday,3203,984,143,2018,5,13
2018-05-14,1027,Monday,10364,2991,558,2018,5,14
2018-05-15,1027,Tuesday,10527,3148,598,2018,5,15
2018-05-16,1027,Wednesday,8603,2445,566,2018,5,16
2018-05-17,1027,Thursday,9999,3129,539,2018,5,17
2018-05-18,1027,Friday,12004,3641,637,2018,5,18
2018-05-19,1027,Saturday,8696,2598,426,2018,5,19
2018-05-20,1027,Sunday,2388,689,133,2018,5,20
2018-05-21,1027,Monday,11090,3179,636,2018,5,21
2018-05-22,1027,Tuesday,9644,2661,582,2018,5,22
2018-05-23,1027,Wednesday,8718,2529,540,2018,5,23
2018-05-24,1027,Thursday,11836,3260,620,2018,5,24
2018-05-25,1027,Friday,11806,3471,597,2018,5,25
2018-05-26,1027,Saturday,10095,2725,452,2018,5,26
2018-05-27,1027,Sunday,3003,899,143,2018,5,27
2018-05-28,1027,Monday,10203,2772,535,2018,5,28
2018-05-29,1027,Tuesday,7764,2288,507,2018,5,29
2018-05-30,1027,Wednesday,8488,2215,473,2018,5,30
2018-05-31,1027,Thursday,5756,1557,274,2018,5,31
2018-06-01,1027,Friday,8363,2208,437,2018,6,1
2018-06-02,1027,Saturday,7463,1934,359,2018,6,2
2018-06-03,1027,Sunday,2661,728,119,2018,6,3
2018-06-04,1027,Monday,10492,2903,572,2018,6,4
2018-06-05,1027,Tuesday,9129,2540,553,2018,6,5
2018-06-06,1027,Wednesday,10474,2982,604,2018,6,6
2018-06-07,1027,Thursday,12188,3403,642,2018,6,7
2018-06-08,1027,Friday,10689,2850,570,2018,6,8
2018-06-09,1027,Saturday,8167,2265,433,2018,6,9
2018-06-10,1027,Sunday,3185,849,137,2018,6,10
2018-06-11,1027,Monday,9291,2571,532,2018,6,11
2018-06-12,1027,Tuesday,7956,2111,535,2018,6,12
2018-06-13,1027,Wednesday,7892,2286,523,2018,6,13
2018-06-14,1027,Thursday,9150,2622,498,2018,6,14
2018-06-15,1027,Friday,9973,2750,495,2018,6,15
2018-06-16,1027,Saturday,8557,2249,434,2018,6,16
2018-06-17,1027,Sunday,4141,1121,158,2018,6,17
2018-06-18,1027,Monday,8122,2335,497,2018,6,18
2018-06-19,1027,Tuesday,8548,2405,487,2018,6,19
2018-06-20,1027,Wednesday,8913,2542,544,2018,6,20
2018-06-21,1027,Thursday,10815,3135,587,2018,6,21
2018-06-22,1027,Friday,8363,2476,442,2018,6,22
2018-06-23,1027,Saturday,10414,2727,470,2018,6,23
2018-06-24,1027,Sunday,3288,904,138,2018,6,24
2018-06-25,1027,Monday,8883,2545,512,2018,6,25
2018-06-26,1027,Tuesday,8848,2491,510,2018,6,26
2018-06-27,1027,Wednesday,10316,2943,522,2018,6,27
2018-06-28,1027,Thursday,9809,2745,545,2018,6,28
2018-06-29,1027,Friday,10689,3105,542,2018,6,29
2018-06-30,1027,Saturday,9042,2549,411,2018,6,30
2018-07-01,1027,Sunday,3765,1044,184,2018,7,1
2018-07-02,1027,Monday,9611,2632,485,2018,7,2
2018-07-03,1027,Tuesday,9112,2664,498,2018,7,3
2018-07-04,1027,Wednesday,8705,2421,486,2018,7,4
2018-07-05,1027,Thursday,10738,3081,546,2018,7,5
2018-07-06,1027,Friday,6694,1821,307,2018,7,6
2018-07-07,1027,Saturday,9587,2544,426,2018,7,7
2018-07-08,1027,Sunday,3142,850,147,2018,7,8
2018-07-09,1027,Monday,4625,1291,244,2018,7,9
2018-07-10,1027,Tuesday,8935,2607,496,2018,7,10
2018-07-11,1027,Wednesday,8460,2359,474,2018,7,11
2018-07-12,1027,Thursday,9419,2644,520,2018,7,12
2018-07-13,1027,Friday,9173,2486,482,2018,7,13
2018-07-14,1027,Saturday,8374,2202,418,2018,7,14
2018-07-15,1027,Sunday,3256,882,146,2018,7,15
2018-07-16,1027,Monday,9115,2579,505,2018,7,16
2018-07-17,1027,Tuesday,8485,2515,493,2018,7,17
2018-07-18,1027,Wednesday,8883,2520,522,2018,7,18
2018-07-19,1027,Thursday,9740,2741,514,2018,7,19
2018-07-20,1027,Friday,7937,2402,463,2018,7,20
2018-07-21,1027,Saturday,8483,2459,410,2018,7,21
2018-07-22,1027,Sunday,3518,982,204,2018,7,22
2018-07-23,1027,Monday,7957,2347,478,2018,7,23
2018-07-24,1027,Tuesday,7579,2185,439,2018,7,24
2018-07-25,1027,Wednesday,9089,2541,509,2018,7,25
2018-07-26,1027,Thursday,9369,2914,530,2018,7,26
2018-07-27,1027,Friday,9195,2576,526,2018,7,27
2018-07-28,1027,Saturday,8807,2626,408,2018,7,28
2018-07-29,1027,Sunday,2374,743,134,2018,7,29
2018-07-30,1027,Monday,9969,2807,553,2018,7,30
2018-07-31,1027,Tuesday,9696,2803,490,2018,7,31
2018-10-01,1027,Monday,10249,2866,609,2018,10,1
2018-10-02,1027,Tuesday,11541,3244,640,2018,10,2
2018-10-03,1027,Wednesday,9335,2714,576,2018,10,3
2018-10-04,1027,Thursday,12861,3548,653,2018,10,4
2018-10-05,1027,Friday,11319,3074,599,2018,10,5
2018-10-06,1027,Saturday,8775,2528,439,2018,10,6
2018-10-07,1027,Sunday,10407,2785,454,2018,10,7
2018-10-08,1027,Monday,9318,2848,541,2018,10,8
2018-10-09,1027,Tuesday,10497,2914,599,2018,10,9
2018-10-10,1027,Wednesday,9188,2638,536,2018,10,10
2018-10-11,1027,Thursday,11319,3033,596,2018,10,11
2018-10-12,1027,Friday,9510,2524,450,2018,10,12
2018-10-13,1027,Saturday,7658,2111,400,2018,10,13
2018-10-14,1027,Sunday,6525,1802,334,2018,10,14
2018-10-15,1027,Monday,10416,2772,588,2018,10,15
2018-10-16,1027,Tuesday,8190,2326,481,2018,10,16
2018-10-17,1027,Wednesday,10330,2972,593,2018,10,17
2018-10-18,1027,Thursday,11233,3113,610,2018,10,18
2018-10-19,1027,Friday,12410,3382,606,2018,10,19
2018-10-20,1027,Saturday,9848,2813,484,2018,10,20
2018-10-21,1027,Sunday,8869,2395,470,2018,10,21
2018-10-22,1027,Monday,10391,2807,555,2018,10,22
2018-10-23,1027,Tuesday,9723,2805,609,2018,10,23
2018-10-24,1027,Wednesday,9633,2835,537,2018,10,24
2018-10-25,1027,Thursday,11981,3324,602,2018,10,25
2018-10-26,1027,Friday,11106,3022,577,2018,10,26
2018-10-27,1027,Saturday,9103,2481,438,2018,10,27
2018-10-28,1027,Sunday,10264,2716,454,2018,10,28
2018-10-29,1027,Monday,9468,2506,569,2018,10,29
2018-10-30,1027,Tuesday,10317,2683,567,2018,10,30
2018-10-31,1027,Wednesday,9002,2474,550,2018,10,31
2018-11-01,1027,Thursday,13144,3645,647,2018,11,1
2018-11-02,1027,Friday,9821,2568,439,2018,11,2
2018-11-03,1027,Saturday,10386,2799,485,2018,11,3
2018-11-04,1027,Sunday,6911,1958,346,2018,11,4
2018-11-05,1027,Monday,10245,2932,575,2018,11,5
2018-11-06,1027,Tuesday,10657,3019,564,2018,11,6
2018-11-07,1027,Wednesday,11006,3144,607,2018,11,7
2018-11-08,1027,Thursday,11818,3295,631,2018,11,8
2018-11-09,1027,Friday,12170,3548,642,2018,11,9
2018-11-10,1027,Saturday,9738,2535,463,2018,11,10
2018-11-11,1027,Sunday,9622,2657,495,2018,11,11
2018-11-12,1027,Monday,10892,2928,595,2018,11,12
2018-11-13,1027,Tuesday,10431,2851,576,2018,11,13
2018-11-14,1027,Wednesday,12758,3463,653,2018,11,14
2018-11-15,1027,Thursday,9411,2551,426,2018,11,15
2018-11-16,1027,Friday,9869,2655,475,2018,11,16
2018-11-17,1027,Saturday,9219,2450,456,2018,11,17
2018-11-18,1027,Sunday,8532,2280,431,2018,11,18
2018-11-19,1027,Monday,8741,2381,430,2018,11,19
2018-11-20,1027,Tuesday,8755,2459,453,2018,11,20
2018-11-21,1027,Wednesday,10424,2905,586,2018,11,21
2018-11-22,1027,Thursday,12182,3238,612,2018,11,22
2018-11-23,1027,Friday,11771,3012,514,2018,11,23
2018-11-24,1027,Saturday,10077,2682,478,2018,11,24
2018-11-25,1027,Sunday,8066,2112,377,2018,11,25
2018-11-26,1027,Monday,9728,2804,582,2018,11,26
2018-11-27,1027,Tuesday,9665,2764,569,2018,11,27
2018-11-28,1027,Wednesday,10334,2882,599,2018,11,28
2018-11-29,1027,Thursday,11743,3175,620,2018,11,29
2018-11-30,1027,Friday,11004,3117,560,2018,11,30
2018-12-01,1027,Saturday,11514,2976,491,2018,12,1
2018-12-02,1027,Sunday,9549,2383,425,2018,12,2
2018-12-03,1027,Monday,11652,2893,585,2018,12,3
2018-12-04,1027,Tuesday,10594,2890,603,2018,12,4
2018-12-05,1027,Wednesday,10529,2597,575,2018,12,5
2018-12-06,1027,Thursday,12688,3388,607,2018,12,6
2018-12-07,1027,Friday,12171,3298,612,2018,12,7
2018-12-08,1027,Saturday,11365,2891,449,2018,12,8
2018-12-09,1027,Sunday,9908,2694,474,2018,12,9
2018-12-10,1027,Monday,10597,2834,605,2018,12,10
2018-12-11,1027,Tuesday,11120,2812,570,2018,12,11
2018-12-12,1027,Wednesday,10456,2704,608,2018,12,12
2018-12-13,1027,Thursday,11291,3010,523,2018,12,13
2018-12-14,1027,Friday,12383,3362,609,2018,12,14
2018-12-15,1027,Saturday,10395,2875,490,2018,12,15
2018-12-16,1027,Sunday,9028,2416,467,2018,12,16
2018-12-17,1027,Monday,9726,2474,524,2018,12,17
2018-12-18,1027,Tuesday,8857,2491,520,2018,12,18
2018-12-19,1027,Wednesday,7877,2149,450,2018,12,19
2018-12-20,1027,Thursday,12649,3249,580,2018,12,20
2018-12-21,1027,Friday,9934,2682,530,2018,12,21
2018-12-22,1027,Saturday,9472,2337,410,2018,12,22
2018-12-23,1027,Sunday,7279,1648,276,2018,12,23
2018-12-24,1027,Monday,8921,2098,360,2018,12,24
2018-12-26,1027,Wednesday,7859,2112,391,2018,12,26
2018-12-28,1027,Friday,8966,2221,426,2018,12,28
2018-12-29,1027,Saturday,8047,2207,375,2018,12,29
2018-12-30,1027,Sunday,7098,1652,286,2018,12,30
2018-12-31,1027,Monday,7575,1718,307,2018,12,31
2019-01-02,1027,Wednesday,8072,2121,434,2019,1,2
2019-01-03,1027,Thursday,9076,2496,482,2019,1,3
2019-01-04,1027,Friday,9147,2469,460,2019,1,4
2019-01-05,1027,Saturday,8039,1928,354,2019,1,5
2019-01-06,1027,Sunday,7066,1785,301,2019,1,6
2019-01-07,1027,Monday,10239,2821,555,2019,1,7
2019-01-08,1027,Tuesday,9096,2428,516,2019,1,8
2019-01-09,1027,Wednesday,9259,2526,536,2019,1,9
2019-01-10,1027,Thursday,9706,2762,505,2019,1,10
2019-01-11,1027,Friday,6281,1724,357,2019,1,11
2019-01-12,1027,Saturday,9746,2619,446,2019,1,12
2019-01-13,1027,Sunday,8151,2069,342,2019,1,13
2019-01-14,1027,Monday,9082,2468,541,2019,1,14
2019-01-15,1027,Tuesday,10249,2669,547,2019,1,15
2019-01-16,1027,Wednesday,7601,2110,449,2019,1,16
2019-01-17,1027,Thursday,9058,2376,508,2019,1,17
2019-01-18,1027,Friday,9334,2549,502,2019,1,18
2019-01-19,1027,Saturday,9741,2634,446,2019,1,19
2019-01-20,1027,Sunday,7793,2098,379,2019,1,20
2019-01-21,1027,Monday,9245,2682,541,2019,1,21
2019-01-22,1027,Tuesday,7690,2150,459,2019,1,22
2019-01-23,1027,Wednesday,10585,2864,547,2019,1,23
2019-01-24,1027,Thursday,9910,2829,520,2019,1,24
2019-01-25,1027,Friday,6208,1749,308,2019,1,25
2019-01-26,1027,Saturday,8849,2386,395,2019,1,26
2019-01-27,1027,Sunday,6168,1615,321,2019,1,27
2019-01-28,1027,Monday,9174,2541,553,2019,1,28
2019-01-29,1027,Tuesday,8671,2414,534,2019,1,29
2019-01-30,1027,Wednesday,8986,2302,483,2019,1,30
2019-01-31,1027,Thursday,10246,2837,575,2019,1,31
2019-02-01,1027,Friday,10134,2621,530,2019,2,1
2019-02-02,1027,Saturday,9772,2830,463,2019,2,2
2019-02-03,1027,Sunday,8500,2186,394,2019,2,3
2019-02-04,1027,Monday,9096,2538,519,2019,2,4
2019-02-05,1027,Tuesday,11335,3125,616,2019,2,5
2019-02-06,1027,Wednesday,9311,2697,471,2019,2,6
2019-02-07,1027,Thursday,12268,3491,658,2019,2,7
2019-02-08,1027,Friday,10384,2933,608,2019,2,8
2019-02-09,1027,Saturday,9617,2630,483,2019,2,9
2019-02-10,1027,Sunday,9421,2351,383,2019,2,10
2019-02-11,1027,Monday,9801,2668,589,2019,2,11
2019-02-12,1027,Tuesday,9185,2670,555,2019,2,12
2019-02-13,1027,Wednesday,9614,2533,549,2019,2,13
2019-02-14,1027,Thursday,9898,2897,597,2019,2,14
2019-02-15,1027,Friday,9680,2790,536,2019,2,15
2019-02-16,1027,Saturday,8727,2395,391,2019,2,16
2019-02-17,1027,Sunday,8980,2330,397,2019,2,17
2019-02-18,1027,Monday,9755,2717,578,2019,2,18
2019-02-19,1027,Tuesday,10390,2907,612,2019,2,19
2019-02-20,1027,Wednesday,10128,2761,600,2019,2,20
2019-02-21,1027,Thursday,10790,3024,606,2019,2,21
2019-02-22,1027,Friday,10759,3074,597,2019,2,22
2019-02-23,1027,Saturday,10414,2749,487,2019,2,23
2019-02-24,1027,Sunday,7411,2076,387,2019,2,24
2019-02-25,1027,Monday,10894,2855,612,2019,2,25
2019-02-26,1027,Tuesday,8063,2287,486,2019,2,26
2019-02-27,1027,Wednesday,9958,2366,537,2019,2,27
2019-02-28,1027,Thursday,9508,2292,524,2019,2,28
2019-03-01,1027,Friday,13033,3396,640,2019,3,1
2019-03-02,1027,Saturday,9499,2546,397,2019,3,2
2019-03-03,1027,Sunday,8923,2207,376,2019,3,3
2019-03-04,1027,Monday,7354,2062,389,2019,3,4
2019-03-05,1027,Tuesday,6068,1681,308,2019,3,5
2019-03-06,1027,Wednesday,10595,2897,530,2019,3,6
2019-03-07,1027,Thursday,12299,3472,661,2019,3,7
2019-03-08,1027,Friday,11076,2947,608,2019,3,8
2019-03-09,1027,Saturday,9154,2344,442,2019,3,9
2019-03-10,1027,Sunday,8813,2109,391,2019,3,10
2019-03-11,1027,Monday,11645,3077,596,2019,3,11
2019-03-12,1027,Tuesday,9492,2640,585,2019,3,12
2019-03-13,1027,Wednesday,10627,2899,659,2019,3,13
2019-03-14,1027,Thursday,10447,2862,612,2019,3,14
2019-03-15,1027,Friday,11433,3155,635,2019,3,15
2019-03-16,1027,Saturday,9377,2397,457,2019,3,16
2019-03-17,1027,Sunday,8101,2069,375,2019,3,17
2019-03-18,1027,Monday,10767,3043,650,2019,3,18
2019-03-19,1027,Tuesday,9039,2502,581,2019,3,19
2019-03-20,1027,Wednesday,9519,2602,578,2019,3,20
2019-03-21,1027,Thursday,10165,2886,577,2019,3,21
2019-03-22,1027,Friday,7861,2251,520,2019,3,22
2019-03-23,1027,Saturday,10574,2743,497,2019,3,23
2019-03-24,1027,Sunday,9244,2378,408,2019,3,24
2019-03-25,1027,Monday,10239,2895,636,2019,3,25
2019-03-26,1027,Tuesday,9988,2805,622,2019,3,26
2019-03-27,1027,Wednesday,9996,2864,609,2019,3,27
2019-03-28,1027,Thursday,11129,2949,613,2019,3,28
2019-03-29,1027,Friday,12270,3400,646,2019,3,29
2019-03-30,1027,Saturday,11812,3087,539,2019,3,30
2019-03-31,1027,Sunday,8543,2223,381,2019,3,31
2019-04-01,1027,Monday,9294,2528,591,2019,4,1
2019-04-02,1027,Tuesday,11216,3011,623,2019,4,2
2019-04-03,1027,Wednesday,9952,2767,591,2019,4,3
2019-04-04,1027,Thursday,12506,3621,659,2019,4,4
2019-04-05,1027,Friday,10968,3061,640,2019,4,5
2019-04-06,1027,Saturday,10647,2939,524,2019,4,6
2019-04-07,1027,Sunday,8784,2239,385,2019,4,7
2019-04-08,1027,Monday,8028,2276,460,2019,4,8
2019-04-09,1027,Tuesday,9855,2736,540,2019,4,9
2019-04-10,1027,Wednesday,10753,3000,600,2019,4,10
2019-04-11,1027,Thursday,12042,3509,673,2019,4,11
2019-04-12,1027,Friday,11902,3007,602,2019,4,12
2019-04-13,1027,Saturday,10861,3058,518,2019,4,13
2019-04-14,1027,Sunday,7379,1981,333,2019,4,14
2019-04-15,1027,Monday,10115,2946,621,2019,4,15
2019-04-16,1027,Tuesday,9372,2627,564,2019,4,16
2019-04-17,1027,Wednesday,9802,2699,588,2019,4,17
2019-04-18,1027,Thursday,15724,3313,629,2019,4,18
2019-04-19,1027,Friday,10971,2200,394,2019,4,19
2019-04-20,1027,Saturday,9675,2190,416,2019,4,20
2019-04-21,1027,Sunday,5631,1457,299,2019,4,21
2019-04-22,1027,Monday,9392,2520,580,2019,4,22
2019-04-23,1027,Tuesday,11560,3197,657,2019,4,23
2019-04-24,1027,Wednesday,10289,2830,598,2019,4,24
2019-04-25,1027,Thursday,9138,2455,556,2019,4,25
2019-04-26,1027,Friday,10444,2679,564,2019,4,26
2019-04-27,1027,Saturday,11276,3063,554,2019,4,27
2019-04-28,1027,Sunday,7888,2079,357,2019,4,28
2019-04-29,1027,Monday,9884,2890,603,2019,4,29
2019-04-30,1027,Tuesday,11059,3014,593,2019,4,30
2019-05-01,1027,Wednesday,9791,2616,465,2019,5,1
2019-05-02,1027,Thursday,10363,3020,645,2019,5,2
2019-05-03,1027,Friday,11693,3262,660,2019,5,3
2019-05-04,1027,Saturday,11133,3007,547,2019,5,4
2019-05-05,1027,Sunday,7805,2152,424,2019,5,5
2019-05-06,1027,Monday,9339,2728,596,2019,5,6
2019-05-07,1027,Tuesday,10346,2842,638,2019,5,7
2019-05-08,1027,Wednesday,11017,2893,612,2019,5,8
2019-05-09,1027,Thursday,9577,2729,605,2019,5,9
2019-05-10,1027,Friday,9549,2808,543,2019,5,10
2019-05-11,1027,Saturday,9525,2645,465,2019,5,11
2019-05-12,1027,Sunday,6513,1820,330,2019,5,12
2019-05-13,1027,Monday,9107,2540,574,2019,5,13
2019-05-14,1027,Tuesday,10051,2609,534,2019,5,14
2019-05-15,1027,Wednesday,11459,3195,633,2019,5,15
2019-05-16,1027,Thursday,10736,3288,623,2019,5,16
2019-05-17,1027,Friday,9586,2931,614,2019,5,17
2019-05-18,1027,Saturday,9458,2675,469,2019,5,18
2019-05-19,1027,Sunday,6804,1824,332,2019,5,19
2019-05-20,1027,Monday,10229,2988,623,2019,5,20
2019-05-21,1027,Tuesday,9661,2778,610,2019,5,21
2019-05-22,1027,Wednesday,8626,2461,542,2019,5,22
2019-05-23,1027,Thursday,8615,2521,573,2019,5,23
2019-05-24,1027,Friday,7752,2387,535,2019,5,24
2019-05-25,1027,Saturday,8244,2239,436,2019,5,25
2019-05-26,1027,Sunday,6003,1727,307,2019,5,26
2019-05-27,1027,Monday,8748,2563,598,2019,5,27
2019-05-28,1027,Tuesday,7809,2346,540,2019,5,28
2019-05-29,1027,Wednesday,4989,1509,356,2019,5,29
2019-05-30,1027,Thursday,9023,2498,586,2019,5,30
2019-05-31,1027,Friday,8833,2507,546,2019,5,31
2019-08-01,1027,Thursday,11389,3507,608,2019,8,1
2019-08-02,1027,Friday,11631,3342,616,2019,8,2
2019-08-03,1027,Saturday,9243,2679,428,2019,8,3
2019-08-04,1027,Sunday,6699,2000,349,2019,8,4
2019-08-05,1027,Monday,8794,2568,559,2019,8,5
2019-08-06,1027,Tuesday,8634,2602,551,2019,8,6
2019-08-07,1027,Wednesday,8788,2479,572,2019,8,7
2019-08-08,1027,Thursday,11618,3355,634,2019,8,8
2019-08-09,1027,Friday,9847,2809,545,2019,8,9
2019-08-10,1027,Saturday,9533,2588,476,2019,8,10
2019-08-11,1027,Sunday,6635,1866,323,2019,8,11
2019-08-12,1027,Monday,8564,2607,578,2019,8,12
2019-08-13,1027,Tuesday,7952,2350,540,2019,8,13
2019-08-14,1027,Wednesday,7764,2315,528,2019,8,14
2019-08-15,1027,Thursday,10360,3106,596,2019,8,15
2019-08-16,1027,Friday,9985,2968,612,2019,8,16
2019-08-17,1027,Saturday,9557,2817,525,2019,8,17
2019-08-18,1027,Sunday,5860,1712,358,2019,8,18
2019-08-19,1027,Monday,7918,2332,498,2019,8,19
2019-08-20,1027,Tuesday,9408,2836,586,2019,8,20
2019-08-21,1027,Wednesday,8866,2676,588,2019,8,21
2019-08-22,1027,Thursday,10193,2927,587,2019,8,22
2019-08-23,1027,Friday,9146,2741,554,2019,8,23
2019-08-24,1027,Saturday,8850,2669,484,2019,8,24
2019-08-25,1027,Sunday,5998,1738,322,2019,8,25
