ds,n_clients,T2M,T2MDEW,T2MWET,QV2M,RH2M,PS,WS2M,WD2M,WS10M,WD10M
2017-12-28 17:00:00,33,10.54,8.28,9.4,6.9,85.75,98.95,5.42,284.52,7.36,284.26
2017-12-28 18:00:00,63,9.81,8.17,8.99,6.84,89.38,99.02,4.46,281.92,6.1,281.38
2017-12-28 19:00:00,87,9.36,8.18,8.76,6.84,92.19,99.06,3.79,274.73,5.22,273.77
2017-12-28 20:00:00,75,9.29,8.25,8.77,6.9,93.06,99.09,3.52,267.71,4.87,266.5
2017-12-28 21:00:00,33,9.1,8.12,8.61,6.84,93.44,99.11,3.19,257.97,4.48,256.28
2017-12-29 09:00:00,56,13.8,12.08,12.94,8.85,89.31,99.26,5.16,255.16,7.04,254.95
2017-12-29 10:00:00,96,14.82,12.15,13.49,8.91,83.94,99.25,4.99,244.52,6.82,244.29
2017-12-29 11:00:00,141,15.83,11.96,13.9,8.79,77.69,99.34,4.86,253.19,6.66,252.95
2017-12-29 12:00:00,178,16.43,11.77,14.1,8.67,73.88,99.37,4.71,259.68,6.45,259.4
2017-12-29 13:00:00,201,16.64,11.83,14.23,8.73,73.12,99.36,4.37,261.57,6.02,261.2
2017-12-29 14:00:00,129,16.48,12.09,14.28,8.85,75.19,99.33,3.62,259.18,5.08,258.83
2017-12-29 15:00:00,66,15.65,12.55,14.1,9.16,81.69,99.32,2.51,254.67,3.71,253.74
2017-12-29 16:00:00,31,14.01,11.9,12.95,8.79,87.0,99.3,2.22,248.05,3.6,245.94
2017-12-29 17:00:00,42,12.86,11.01,11.94,8.24,88.5,99.31,2.46,242.62,4.05,240.57
2017-12-29 18:00:00,62,12.83,10.67,11.75,8.06,86.69,99.36,3.07,233.48,4.71,232.14
2017-12-29 19:00:00,82,13.19,10.31,11.75,7.87,82.69,99.39,3.98,225.64,5.77,225.05
2017-12-29 20:00:00,67,13.52,9.99,11.76,7.69,79.12,99.41,5.11,223.76,7.19,223.37
2017-12-29 21:00:00,38,13.29,9.91,11.6,7.69,79.94,99.4,5.41,221.08,7.53,220.67
2017-12-30 09:00:00,57,12.79,8.4,10.59,6.9,74.62,99.67,5.49,223.85,7.47,223.52
2017-12-30 10:00:00,121,14.16,8.83,11.5,7.14,70.25,99.68,5.26,220.55,7.13,220.38
2017-12-30 11:00:00,162,15.37,8.85,12.12,7.14,65.0,99.64,5.35,223.64,7.31,223.44
2017-12-30 12:00:00,213,16.16,9.03,12.6,7.2,62.5,99.56,4.92,226.29,6.78,226.17
2017-12-30 13:00:00,189,16.55,9.35,12.95,7.39,62.38,99.48,4.34,228.79,6.07,228.6
2017-12-30 14:00:00,174,16.55,9.89,13.22,7.63,64.69,99.44,3.62,229.64,5.17,229.35
2017-12-30 15:00:00,86,15.72,10.6,13.16,8.06,71.5,99.41,2.67,229.4,4.02,228.78
2017-12-30 16:00:00,47,13.54,9.95,11.75,7.69,78.81,99.4,2.22,228.13,3.75,226.69
2017-12-30 17:00:00,48,12.26,9.1,10.68,7.26,81.0,99.41,2.36,222.31,3.98,220.63
2017-12-30 18:00:00,78,11.81,8.65,10.23,7.08,81.0,99.41,2.6,214.98,4.24,213.89
2017-12-30 19:00:00,76,11.41,8.23,9.82,6.84,80.75,99.39,2.85,208.46,4.48,207.95
2017-12-30 20:00:00,89,11.04,7.9,9.48,6.71,81.06,99.35,3.06,204.08,4.7,203.71
2017-12-30 21:00:00,36,10.77,7.76,9.26,6.65,81.69,99.3,3.46,203.44,5.11,203.04
2017-12-31 09:00:00,33,13.2,8.39,10.8,6.96,72.5,98.62,6.51,217.59,8.98,217.37
2017-12-31 10:00:00,97,14.15,9.24,11.69,7.39,72.25,98.69,6.16,233.25,8.45,232.71
2017-12-31 11:00:00,149,13.64,9.94,11.79,7.75,78.31,98.84,6.16,260.44,8.36,260.1
2017-12-31 12:00:00,188,12.49,8.9,10.7,7.2,78.88,99.06,7.06,271.59,9.57,271.64
2017-12-31 13:00:00,198,11.87,7.04,9.46,6.35,72.25,99.15,7.18,263.38,9.72,263.35
2017-12-31 14:00:00,93,11.73,6.3,9.01,5.98,69.25,99.22,7.2,263.77,9.75,263.7
2017-12-31 15:00:00,74,11.49,5.94,8.72,5.86,68.69,99.35,7.24,268.76,9.82,268.68
2018-01-02 09:00:00,52,14.6,10.62,12.61,8.0,76.88,99.97,7.17,243.41,9.93,243.21
2018-01-02 10:00:00,98,15.75,11.2,13.48,8.3,74.25,100.03,6.83,249.22,9.42,249.01
2018-01-02 11:00:00,112,16.85,12.08,14.47,8.79,73.38,100.01,6.09,250.29,8.41,249.95
2018-01-02 12:00:00,171,17.44,12.5,14.97,9.03,72.56,99.96,5.95,252.8,8.22,252.53
2018-01-02 13:00:00,203,17.63,12.81,15.23,9.28,73.25,99.93,5.79,256.51,8.04,256.34
2018-01-02 14:00:00,129,17.51,13.1,15.3,9.4,75.19,99.92,5.44,257.74,7.6,257.46
2018-01-02 15:00:00,63,16.86,13.19,15.02,9.46,78.81,99.92,4.73,254.2,6.69,253.87
2018-01-02 16:00:00,35,15.69,12.95,14.32,9.34,83.62,99.92,4.06,247.97,5.85,247.47
2018-01-02 17:00:00,37,14.91,12.58,13.75,9.09,85.81,99.94,4.01,241.89,5.81,241.3
2018-01-02 18:00:00,63,14.88,12.37,13.62,8.97,84.81,99.93,4.31,237.2,6.19,236.63
2018-01-02 19:00:00,87,15.11,12.27,13.69,8.91,83.06,99.91,4.81,235.66,6.83,235.2
2018-01-02 20:00:00,85,15.23,12.28,13.76,8.91,82.38,99.89,5.12,237.84,7.24,237.42
2018-01-02 21:00:00,22,15.28,12.26,13.77,8.91,82.06,99.89,5.46,243.76,7.69,243.46
2018-01-03 09:00:00,44,16.05,12.47,14.26,9.03,79.12,100.14,5.1,244.57,7.08,244.14
2018-01-03 10:00:00,83,17.12,12.81,14.96,9.22,75.62,100.16,4.98,247.78,6.91,247.32
2018-01-03 11:00:00,113,17.8,13.05,15.42,9.4,73.62,100.18,5.12,254.33,7.09,254.02
2018-01-03 12:00:00,148,18.12,13.2,15.66,9.46,72.81,100.14,5.39,260.06,7.47,259.82
2018-01-03 13:00:00,173,18.22,13.33,15.77,9.52,73.0,100.14,5.49,265.43,7.63,265.36
2018-01-03 14:00:00,113,18.08,13.4,15.74,9.58,74.0,100.1,5.27,263.61,7.35,263.53
2018-01-03 15:00:00,56,17.59,13.37,15.48,9.58,76.12,100.05,4.71,258.13,6.65,257.94
2018-01-03 16:00:00,35,16.39,13.01,14.7,9.34,80.19,100.01,4.29,253.84,6.17,253.52
2018-01-03 17:00:00,36,15.62,12.63,14.13,9.16,82.25,100.01,4.58,249.96,6.55,249.68
2018-01-03 18:00:00,58,15.51,12.41,13.96,8.97,81.62,100.01,5.09,245.4,7.19,244.99
2018-01-03 19:00:00,74,15.41,12.14,13.77,8.85,80.69,99.98,5.46,242.26,7.66,241.84
2018-01-03 20:00:00,81,15.23,11.93,13.58,8.73,80.56,99.98,5.6,243.4,7.85,243.03
2018-01-03 21:00:00,32,14.94,11.76,13.35,8.61,81.19,99.98,5.69,245.93,7.95,245.55
2018-01-04 09:00:00,53,14.46,10.29,12.37,7.87,75.88,99.57,5.84,236.01,8.03,235.78
2018-01-04 10:00:00,73,15.25,10.19,12.73,7.81,71.69,99.51,6.17,234.74,8.48,234.57
2018-01-04 11:00:00,144,16.04,9.88,12.96,7.63,66.81,99.47,6.76,240.26,9.25,240.12
2018-01-04 12:00:00,181,16.33,9.65,12.99,7.51,64.5,99.44,7.08,243.75,9.7,243.6
2018-01-04 13:00:00,181,16.37,9.58,12.97,7.51,64.06,99.33,7.04,240.33,9.66,240.22
2018-01-04 14:00:00,137,16.23,9.55,12.89,7.51,64.5,99.24,6.9,238.38,9.49,238.26
2018-01-04 15:00:00,47,15.63,9.37,12.51,7.39,66.25,99.17,6.61,236.27,9.14,236.15
2018-01-04 16:00:00,23,14.86,9.09,11.98,7.26,68.38,99.1,6.64,232.55,9.21,232.34
2018-01-04 17:00:00,49,14.26,8.77,11.52,7.14,69.5,99.07,6.95,230.84,9.63,230.63
2018-01-04 18:00:00,61,13.93,8.65,11.29,7.08,70.44,99.03,7.1,227.23,9.82,227.0
2018-01-04 19:00:00,69,13.66,8.55,11.11,7.02,71.19,98.95,7.24,222.9,10.0,222.69
2018-01-04 20:00:00,73,13.51,8.44,10.98,6.96,71.38,98.84,7.35,220.73,10.15,220.51
2018-01-04 21:00:00,36,13.53,8.33,10.93,6.96,70.75,98.72,7.4,218.66,10.23,218.37
2018-01-05 09:00:00,54,10.87,9.15,10.01,7.39,88.94,98.22,3.84,268.25,5.08,267.62
2018-01-05 10:00:00,118,10.83,8.55,9.69,7.08,85.62,98.22,4.18,270.86,5.5,270.41
2018-01-05 11:00:00,171,10.8,7.73,9.26,6.71,81.25,98.18,4.55,273.15,5.97,272.93
2018-01-05 12:00:00,202,10.69,7.07,8.87,6.41,78.25,98.13,4.78,272.81,6.28,272.64
2018-01-05 13:00:00,205,10.43,6.58,8.51,6.16,76.94,98.1,4.82,273.16,6.35,273.03
2018-01-05 14:00:00,153,9.96,6.37,8.16,6.1,78.25,98.1,4.78,275.25,6.3,275.19
2018-01-05 15:00:00,80,9.25,6.26,7.76,6.04,81.5,98.1,4.55,277.0,6.01,276.87
2018-01-05 16:00:00,47,8.38,6.01,7.19,5.92,84.88,98.11,4.22,276.6,5.58,276.35
2018-01-05 17:00:00,81,7.77,5.73,6.75,5.8,86.75,98.13,3.82,274.1,5.07,273.62
2018-01-05 18:00:00,110,7.4,5.56,6.48,5.74,87.94,98.16,3.34,270.13,4.43,269.49
2018-01-05 19:00:00,117,7.17,5.39,6.28,5.68,88.25,98.17,2.92,265.55,3.92,264.63
2018-01-05 20:00:00,67,6.99,5.15,6.07,5.62,87.94,98.15,2.66,263.92,3.65,262.87
2018-01-05 21:00:00,33,6.81,4.88,5.85,5.49,87.38,98.13,2.75,265.76,3.8,264.93
2018-01-08 09:00:00,88,9.48,6.87,8.17,6.29,83.62,98.71,1.38,242.42,1.97,241.61
2018-01-08 10:00:00,105,10.31,7.0,8.65,6.35,79.88,98.77,2.33,258.77,3.01,258.46
2018-01-08 11:00:00,142,10.9,7.51,9.2,6.53,79.56,98.75,2.8,269.84,3.57,269.5
2018-01-08 12:00:00,201,11.29,7.81,9.55,6.71,79.12,98.68,2.94,275.03,3.75,274.66
2018-01-08 13:00:00,210,11.4,7.92,9.65,6.77,79.12,98.63,2.85,279.62,3.62,279.06
2018-01-08 14:00:00,153,11.31,8.01,9.65,6.77,80.06,98.62,2.7,283.19,3.46,282.5
2018-01-08 15:00:00,71,10.76,8.61,9.69,7.08,86.44,98.66,2.08,285.03,2.76,283.92
2018-01-08 16:00:00,42,9.78,8.51,9.14,7.02,91.75,98.7,1.89,282.43,2.79,280.65
2018-01-08 17:00:00,60,9.22,8.19,8.7,6.9,93.19,98.72,1.87,274.56,2.9,271.7
2018-01-08 18:00:00,76,8.79,7.81,8.3,6.71,93.56,98.71,1.75,258.64,2.78,255.03
2018-01-08 19:00:00,85,8.31,7.34,7.83,6.47,93.69,98.69,1.9,240.69,3.07,237.04
2018-01-08 20:00:00,113,8.1,6.8,7.44,6.29,91.62,98.71,2.33,236.36,3.62,233.77
2018-01-08 21:00:00,37,7.62,6.01,6.81,5.92,89.81,98.68,2.56,234.71,3.96,232.38
2018-01-09 09:00:00,56,7.01,2.39,4.7,4.64,72.56,98.29,6.64,191.19,9.05,190.9
2018-01-09 10:00:00,78,7.62,3.19,5.4,4.88,73.62,98.28,6.86,186.41,9.3,186.22
2018-01-09 11:00:00,132,8.94,3.86,6.4,5.13,70.56,98.17,7.57,186.16,10.29,186.19
2018-01-09 12:00:00,170,10.59,4.36,7.48,5.31,65.38,98.07,8.0,197.5,10.91,197.59
2018-01-09 13:00:00,181,11.66,4.7,8.18,5.43,62.44,98.05,8.43,216.86,11.53,216.71
2018-01-09 14:00:00,134,11.86,5.24,8.55,5.68,64.0,98.11,7.78,228.18,10.6,227.78
2018-01-09 15:00:00,44,11.07,5.5,8.28,5.74,68.62,98.24,6.6,233.04,8.97,232.61
2018-01-09 16:00:00,31,9.87,5.54,7.71,5.74,74.62,98.37,5.39,234.79,7.33,234.36
2018-01-09 17:00:00,55,8.77,5.42,7.1,5.74,79.81,98.47,4.54,233.19,6.22,232.71
2018-01-09 18:00:00,76,7.84,5.15,6.5,5.62,83.56,98.57,3.83,228.89,5.33,228.09
2018-01-09 19:00:00,89,7.68,5.12,6.4,5.62,84.25,98.66,3.69,227.66,5.16,226.96
2018-01-09 20:00:00,99,8.08,5.42,6.76,5.68,83.56,98.67,3.61,226.84,5.03,226.26
2018-01-09 21:00:00,35,7.91,5.39,6.65,5.68,84.31,98.69,3.33,225.1,4.73,224.2
2018-01-10 09:00:00,67,9.02,5.4,7.21,5.68,78.06,98.64,5.47,186.64,7.41,186.54
2018-01-10 10:00:00,82,9.84,5.79,7.82,5.86,75.81,98.53,5.78,186.37,7.79,186.33
2018-01-10 11:00:00,150,10.38,5.85,8.12,5.86,73.44,98.38,6.02,188.36,8.12,188.29
2018-01-10 12:00:00,175,10.83,6.16,8.5,5.98,72.88,98.24,5.86,194.2,7.9,194.13
2018-01-10 13:00:00,178,11.19,6.39,8.79,6.1,72.31,98.29,6.41,228.06,8.66,228.07
2018-01-10 14:00:00,120,11.18,5.76,8.48,5.86,69.25,98.46,8.23,253.34,11.19,253.29
2018-01-10 15:00:00,49,9.98,4.71,7.34,5.43,69.75,98.64,9.13,259.7,12.48,259.68
2018-01-10 16:00:00,27,8.98,4.8,6.89,5.43,75.0,98.77,8.7,261.69,11.87,261.6
2018-01-10 17:00:00,39,8.36,5.03,6.69,5.49,79.44,98.88,7.85,259.68,10.7,259.48
2018-01-10 18:00:00,68,8.03,4.78,6.4,5.43,79.88,98.97,7.61,257.08,10.37,256.84
2018-01-10 19:00:00,66,7.73,4.4,6.06,5.25,79.44,99.06,7.44,256.96,10.13,256.71
2018-01-10 20:00:00,91,7.4,4.26,5.83,5.19,80.38,99.12,6.96,256.1,9.45,255.73
2018-01-10 21:00:00,31,7.19,4.3,5.74,5.25,81.88,99.16,6.41,255.03,8.7,254.64
2018-01-11 09:00:00,65,7.07,5.74,6.4,5.74,91.19,99.63,6.99,271.15,9.39,270.67
2018-01-11 10:00:00,105,7.58,5.87,6.73,5.8,88.81,99.7,7.45,271.14,10.04,270.76
2018-01-11 11:00:00,129,8.23,5.9,7.07,5.8,85.06,99.72,8.0,271.79,10.76,271.46
2018-01-11 12:00:00,171,8.85,5.82,7.33,5.8,81.25,99.7,8.28,273.3,11.15,273.01
2018-01-11 13:00:00,187,9.38,5.89,7.63,5.8,78.75,99.68,8.28,275.2,11.16,274.98
2018-01-11 14:00:00,122,9.62,5.99,7.8,5.86,78.06,99.69,8.05,276.68,10.87,276.44
2018-01-11 15:00:00,58,9.53,6.25,7.89,5.98,79.94,99.74,7.25,277.49,9.79,277.2
2018-01-11 16:00:00,26,9.06,6.57,7.81,6.1,84.38,99.79,6.25,277.84,8.45,277.38
2018-01-11 17:00:00,51,8.69,6.89,7.8,6.23,88.44,99.89,5.56,277.03,7.52,276.39
2018-01-11 18:00:00,58,8.62,7.19,7.9,6.35,90.75,99.99,5.21,274.91,7.03,274.21
2018-01-11 19:00:00,90,8.57,7.29,7.93,6.41,91.69,100.06,5.02,273.66,6.76,272.92
2018-01-11 20:00:00,69,8.44,7.32,7.88,6.41,92.56,100.1,4.78,271.31,6.43,270.56
2018-01-11 21:00:00,33,8.33,7.24,7.78,6.35,92.88,100.14,4.66,270.0,6.26,269.21
2018-01-12 09:00:00,56,8.02,4.04,6.03,5.07,75.94,99.98,2.97,172.0,4.0,172.14
2018-01-12 10:00:00,80,9.15,4.09,6.62,5.13,70.5,99.96,3.12,171.22,4.1,171.56
2018-01-12 11:00:00,154,10.49,3.9,7.2,5.07,63.56,99.88,3.2,170.31,4.15,170.91
2018-01-12 12:00:00,188,11.23,3.73,7.48,5.0,59.81,99.74,3.04,166.04,3.98,166.95
2018-01-12 13:00:00,211,11.37,4.15,7.76,5.13,61.0,99.63,2.61,167.21,3.47,168.44
2018-01-12 14:00:00,137,11.36,5.01,8.18,5.49,64.88,99.56,2.15,168.04,2.88,169.85
2018-01-12 15:00:00,50,10.65,6.05,8.36,5.86,73.19,99.52,1.73,170.62,2.45,173.42
2018-01-12 16:00:00,40,9.24,5.35,7.3,5.62,76.56,99.47,1.86,175.66,2.94,178.63
2018-01-12 17:00:00,50,8.32,4.69,6.51,5.37,77.81,99.43,2.17,179.59,3.38,181.33
2018-01-12 18:00:00,58,8.13,4.43,6.28,5.25,77.31,99.38,2.88,181.55,4.13,182.49
2018-01-12 19:00:00,78,7.94,4.08,6.01,5.13,76.44,99.33,3.86,182.78,5.35,183.35
2018-01-12 20:00:00,79,7.51,3.92,5.72,5.07,77.88,99.28,4.26,186.21,5.86,186.51
2018-01-12 21:00:00,31,7.15,3.8,5.48,5.07,79.12,99.23,4.48,187.11,6.17,187.35
2018-01-13 09:00:00,49,7.14,5.09,6.12,5.55,86.94,98.9,4.32,230.21,5.79,229.49
2018-01-13 10:00:00,91,7.43,5.28,6.35,5.62,86.31,98.94,4.25,229.02,5.67,228.18
2018-01-13 11:00:00,152,7.79,5.45,6.62,5.68,85.38,98.93,4.18,230.3,5.56,229.56
2018-01-13 12:00:00,208,8.13,5.84,6.98,5.86,85.5,98.89,3.94,234.61,5.22,233.95
2018-01-13 13:00:00,217,8.31,6.15,7.23,5.98,86.31,98.87,3.86,243.54,5.13,243.08
2018-01-13 14:00:00,124,8.29,6.44,7.37,6.1,88.19,98.85,3.58,251.05,4.77,250.5
2018-01-13 15:00:00,66,8.21,6.65,7.43,6.16,89.88,98.87,3.52,258.99,4.69,258.19
2018-01-13 16:00:00,39,7.98,6.63,7.31,6.16,91.06,98.92,3.47,264.06,4.68,263.01
2018-01-13 17:00:00,48,7.77,6.44,7.11,6.1,91.25,98.96,3.26,265.88,4.46,264.47
2018-01-13 18:00:00,45,7.73,6.35,7.04,6.04,90.94,99.02,3.16,267.02,4.34,265.56
2018-01-13 19:00:00,51,7.47,6.12,6.8,5.92,91.06,99.07,3.13,268.42,4.32,267.3
2018-01-13 20:00:00,75,6.76,5.7,6.23,5.8,92.94,99.11,2.97,263.51,4.21,261.9
2018-01-13 21:00:00,34,6.18,5.24,5.71,5.62,93.75,99.13,2.96,258.27,4.29,256.42
2018-01-15 09:00:00,63,7.17,2.89,5.03,4.7,74.38,99.84,5.12,218.18,6.86,217.55
2018-01-15 10:00:00,90,8.93,3.31,6.12,4.88,68.0,99.8,5.59,221.2,7.43,220.78
2018-01-15 11:00:00,115,10.12,3.17,6.65,4.82,62.19,99.79,5.76,230.83,7.7,230.48
2018-01-15 12:00:00,163,9.88,3.53,6.7,4.94,64.75,99.72,5.95,228.78,8.0,228.4
2018-01-15 13:00:00,209,9.46,4.24,6.85,5.19,69.94,99.65,6.33,224.95,8.53,224.63
2018-01-15 14:00:00,138,9.59,4.46,7.02,5.25,70.44,99.53,7.01,226.49,9.51,226.17
2018-01-15 15:00:00,48,9.9,4.56,7.23,5.31,69.56,99.44,7.24,227.32,9.84,226.93
2018-01-15 16:00:00,30,9.8,4.96,7.38,5.49,72.0,99.42,7.09,228.53,9.66,228.15
2018-01-15 17:00:00,44,9.73,5.57,7.65,5.74,75.44,99.46,7.15,231.25,9.75,230.85
2018-01-15 18:00:00,66,9.88,6.0,7.94,5.86,76.88,99.52,7.07,231.28,9.64,230.89
2018-01-15 19:00:00,107,10.44,6.27,8.36,5.98,75.44,99.57,7.59,237.23,10.37,236.96
2018-01-15 20:00:00,80,10.96,6.73,8.84,6.16,75.19,99.59,7.43,241.09,10.17,240.86
2018-01-15 21:00:00,36,11.1,7.12,9.11,6.35,76.56,99.62,7.33,243.13,10.02,242.88
2018-01-16 09:00:00,74,13.11,9.8,11.46,7.57,80.25,99.89,6.25,250.05,8.47,249.83
2018-01-16 10:00:00,93,14.33,10.18,12.25,7.75,76.0,99.91,6.46,251.15,8.75,251.03
2018-01-16 11:00:00,121,15.25,10.26,12.76,7.81,72.0,99.87,6.67,251.57,9.05,251.38
2018-01-16 12:00:00,144,15.71,10.33,13.02,7.87,70.31,99.77,6.78,252.21,9.21,251.96
2018-01-16 13:00:00,188,15.82,10.48,13.15,7.93,70.44,99.67,6.8,252.34,9.26,252.12
2018-01-16 14:00:00,136,15.62,10.65,13.14,8.06,72.12,99.66,6.76,257.38,9.22,257.07
2018-01-16 15:00:00,53,15.07,10.76,12.91,8.12,75.31,99.68,6.58,259.61,9.02,259.31
2018-01-16 16:00:00,31,14.15,10.58,12.36,8.0,78.94,99.66,6.27,257.99,8.62,257.7
2018-01-16 17:00:00,36,13.19,10.26,11.73,7.81,82.31,99.72,6.15,258.95,8.47,258.67
2018-01-16 18:00:00,66,12.8,10.11,11.46,7.75,83.62,99.81,6.36,260.75,8.74,260.48
2018-01-16 19:00:00,107,12.69,10.27,11.48,7.81,85.12,99.9,6.37,263.1,8.72,262.85
2018-01-16 20:00:00,90,12.53,10.41,11.47,7.87,86.81,99.89,6.15,264.97,8.4,264.66
2018-01-16 21:00:00,29,12.23,10.39,11.3,7.87,88.44,99.92,6.11,271.32,8.32,271.02
2018-01-17 09:00:00,76,10.3,6.73,8.51,6.1,78.44,100.47,4.22,291.49,5.62,291.28
2018-01-17 10:00:00,82,10.68,5.99,8.33,5.8,72.62,100.5,4.48,289.45,5.9,289.25
2018-01-17 11:00:00,144,11.02,5.57,8.3,5.62,69.0,100.49,4.5,287.46,5.88,287.3
2018-01-17 12:00:00,171,11.48,5.55,8.51,5.62,66.81,100.42,4.45,286.72,5.73,286.63
2018-01-17 13:00:00,181,11.55,5.55,8.55,5.62,66.5,100.35,4.39,287.5,5.64,287.48
2018-01-17 14:00:00,121,11.29,5.41,8.35,5.55,67.06,100.32,4.27,288.8,5.51,288.77
2018-01-17 15:00:00,53,10.76,5.3,8.03,5.55,68.88,100.3,3.79,286.79,4.93,286.77
2018-01-17 16:00:00,30,9.2,5.8,7.5,5.74,79.12,100.29,2.5,283.56,3.5,283.29
2018-01-17 17:00:00,56,7.58,5.05,6.32,5.43,83.94,100.3,2.22,278.1,3.43,277.32
2018-01-17 18:00:00,70,7.22,4.9,6.06,5.37,85.12,100.31,2.17,268.56,3.36,267.06
2018-01-17 19:00:00,97,6.87,4.98,5.92,5.43,87.69,100.32,2.18,256.76,3.41,254.43
2018-01-17 20:00:00,95,6.55,5.06,5.8,5.43,90.12,100.3,2.29,245.18,3.63,242.44
2018-01-17 21:00:00,42,6.37,5.14,5.75,5.49,91.75,100.27,2.51,238.64,3.95,235.96
2018-01-18 09:00:00,62,9.73,4.01,6.87,5.13,67.94,99.9,3.83,232.62,5.09,231.79
2018-01-18 10:00:00,85,11.0,5.26,8.12,5.55,67.88,99.9,4.15,239.04,5.42,238.55
2018-01-18 11:00:00,144,12.26,6.51,9.39,6.04,67.94,99.87,4.65,251.08,6.08,250.94
2018-01-18 12:00:00,178,13.11,7.54,10.33,6.53,68.88,99.79,4.7,260.05,6.15,260.05
2018-01-18 13:00:00,156,13.55,8.4,10.98,6.9,70.88,99.71,4.5,265.92,5.88,265.89
2018-01-18 14:00:00,117,13.6,8.81,11.21,7.08,72.69,99.66,4.14,269.14,5.43,269.18
2018-01-18 15:00:00,51,13.09,9.06,11.08,7.2,76.44,99.65,3.53,271.27,4.67,271.34
2018-01-18 16:00:00,34,11.08,9.08,10.08,7.26,87.44,99.67,2.39,269.63,3.46,269.87
2018-01-18 17:00:00,42,9.34,8.38,8.86,6.9,93.62,99.7,2.39,259.46,3.69,259.14
2018-01-18 18:00:00,80,9.01,7.97,8.49,6.71,93.25,99.74,2.58,249.65,3.94,248.62
2018-01-18 19:00:00,95,8.96,7.52,8.24,6.53,90.75,99.77,2.86,245.26,4.23,244.38
2018-01-18 20:00:00,78,9.05,7.4,8.23,6.47,89.5,99.77,3.19,246.32,4.58,245.93
2018-01-18 21:00:00,34,9.05,7.37,8.21,6.47,89.25,99.76,3.4,247.03,4.81,246.85
2018-01-19 09:00:00,45,10.58,8.75,9.66,7.02,88.25,99.94,3.75,283.37,4.95,283.05
2018-01-19 10:00:00,81,11.04,8.22,9.63,6.77,82.62,99.98,4.33,283.66,5.7,283.48
2018-01-19 11:00:00,159,11.43,7.59,9.51,6.53,77.19,99.97,4.74,285.09,6.22,284.93
2018-01-19 12:00:00,169,11.66,7.1,9.38,6.29,73.44,99.95,5.13,286.64,6.72,286.56
2018-01-19 13:00:00,202,11.61,6.71,9.15,6.1,71.75,99.95,5.33,288.73,7.0,288.62
2018-01-19 14:00:00,119,11.3,6.54,8.91,6.04,72.44,99.97,5.2,290.75,6.86,290.69
2018-01-19 15:00:00,48,10.84,6.56,8.7,6.04,74.75,99.98,4.62,286.6,6.12,286.47
2018-01-19 16:00:00,28,10.02,6.83,8.43,6.16,80.38,100.0,3.68,284.51,4.95,284.26
2018-01-19 17:00:00,38,9.66,6.98,8.32,6.23,83.19,100.06,3.35,283.62,4.54,283.32
2018-01-19 18:00:00,58,9.57,7.1,8.33,6.29,84.44,100.11,3.13,278.17,4.27,277.67
2018-01-19 19:00:00,92,9.24,7.12,8.18,6.29,86.44,100.11,2.85,269.84,3.95,268.98
2018-01-19 20:00:00,91,8.58,6.87,7.73,6.16,88.88,100.15,2.64,267.12,3.82,265.9
2018-01-19 21:00:00,34,7.98,6.72,7.35,6.1,91.69,100.15,2.65,253.54,3.92,252.0
2018-01-20 09:00:00,43,11.77,7.55,9.66,6.53,75.31,99.82,7.32,242.56,9.95,242.31
2018-01-20 10:00:00,106,12.72,8.4,10.56,6.9,74.94,99.85,7.52,249.44,10.22,249.28
2018-01-20 11:00:00,127,13.4,8.88,11.14,7.14,74.06,99.85,7.25,251.02,9.85,250.83
2018-01-20 12:00:00,159,13.83,9.21,11.51,7.26,73.56,99.82,7.13,251.92,9.67,251.78
2018-01-20 13:00:00,205,14.15,9.49,11.82,7.45,73.44,99.77,6.98,253.02,9.5,252.88
2018-01-20 14:00:00,144,14.17,9.65,11.9,7.51,74.12,99.78,6.76,254.31,9.21,254.1
2018-01-20 15:00:00,61,13.84,9.65,11.74,7.51,75.75,99.83,6.46,253.41,8.83,253.23
2018-01-20 16:00:00,29,13.34,9.53,11.44,7.45,77.62,99.88,6.19,251.77,8.49,251.55
2018-01-20 17:00:00,28,12.79,9.4,11.09,7.39,79.81,99.93,5.96,251.18,8.19,250.91
2018-01-20 18:00:00,46,12.43,9.4,10.92,7.39,81.81,99.99,5.89,251.59,8.09,251.36
2018-01-20 19:00:00,65,12.27,9.51,10.89,7.45,83.19,100.03,5.98,252.28,8.2,252.03
2018-01-20 20:00:00,59,12.13,9.58,10.85,7.45,84.31,100.06,5.89,252.89,8.09,252.63
2018-01-20 21:00:00,21,12.08,9.62,10.85,7.45,84.81,100.1,5.84,253.99,8.01,253.69
2018-01-22 09:00:00,76,12.03,8.44,10.23,6.9,78.62,100.32,4.66,224.8,6.25,224.54
2018-01-22 10:00:00,79,13.39,9.05,11.22,7.14,74.94,100.33,4.84,232.08,6.48,231.8
2018-01-22 11:00:00,121,14.73,9.73,12.23,7.51,71.88,100.31,5.06,246.44,6.81,246.34
2018-01-22 12:00:00,166,15.51,10.28,12.9,7.81,70.88,100.26,4.9,257.29,6.64,257.29
2018-01-22 13:00:00,186,15.77,10.59,13.19,7.93,71.19,100.22,4.58,264.22,6.24,264.25
2018-01-22 14:00:00,116,15.6,10.77,13.19,8.06,72.81,100.22,4.12,268.15,5.66,268.18
2018-01-22 15:00:00,54,14.97,11.03,13.0,8.18,77.19,100.25,3.27,270.0,4.58,270.1
