,ts,visitors
190454,2019-10-04 17:30:00,5.0
126307,2019-10-04 17:30:00,4.0
126308,2019-10-04 17:45:00,6.0
126309,2019-10-04 18:00:00,2.0
190455,2019-10-04 18:00:00,6.0
190456,2019-10-04 18:15:00,11.0
190457,2019-10-04 18:30:00,11.0
190458,2019-10-04 18:45:00,8.0
190459,2019-10-04 19:00:00,7.0
126310,2019-10-04 19:00:00,2.0
190460,2019-10-04 19:15:00,10.0
126311,2019-10-04 19:30:00,7.0
190461,2019-10-04 19:30:00,12.0
94372,2019-10-04 19:30:00,18.0
126312,2019-10-04 19:45:00,4.0
190462,2019-10-04 19:45:00,15.0
94373,2019-10-04 19:45:00,7.0
190463,2019-10-04 20:00:00,13.0
126313,2019-10-04 20:00:00,5.0
94374,2019-10-04 20:00:00,14.0
126314,2019-10-04 20:15:00,2.0
190464,2019-10-04 20:15:00,9.0
190465,2019-10-04 20:30:00,15.0
126315,2019-10-04 20:45:00,2.0
94377,2019-10-04 20:45:00,18.0
190466,2019-10-04 20:45:00,15.0
126316,2019-10-04 21:00:00,3.0
190467,2019-10-04 21:00:00,9.0
190468,2019-10-04 21:15:00,9.0
190469,2019-10-05 09:00:00,3.0
190470,2019-10-05 09:15:00,9.0
190471,2019-10-05 09:30:00,10.0
190472,2019-10-05 09:45:00,11.0
126317,2019-10-05 09:45:00,1.0
190473,2019-10-05 10:00:00,2.0
126318,2019-10-05 10:00:00,11.0
126319,2019-10-05 10:15:00,3.0
190474,2019-10-05 10:15:00,8.0
190475,2019-10-05 10:30:00,12.0
190476,2019-10-05 10:45:00,12.0
190477,2019-10-05 11:00:00,11.0
126320,2019-10-05 11:00:00,2.0
190478,2019-10-05 11:15:00,13.0
126321,2019-10-05 11:30:00,4.0
190479,2019-10-05 11:30:00,11.0
94390,2019-10-05 11:30:00,13.0
190480,2019-10-05 11:45:00,11.0
94391,2019-10-05 11:45:00,13.0
190481,2019-10-05 12:00:00,19.0
94392,2019-10-05 12:00:00,10.0
126322,2019-10-05 12:15:00,7.0
190482,2019-10-05 12:15:00,9.0
190483,2019-10-05 12:30:00,13.0
94394,2019-10-05 12:30:00,14.0
126323,2019-10-05 12:45:00,10.0
94395,2019-10-05 12:45:00,12.0
190484,2019-10-05 12:45:00,12.0
190485,2019-10-05 13:00:00,12.0
126324,2019-10-05 13:00:00,12.0
94396,2019-10-05 13:00:00,15.0
190486,2019-10-05 13:15:00,8.0
126325,2019-10-05 13:15:00,7.0
126326,2019-10-05 13:30:00,4.0
190487,2019-10-05 13:30:00,8.0
94398,2019-10-05 13:30:00,15.0
190488,2019-10-05 13:45:00,13.0
94399,2019-10-05 13:45:00,13.0
126327,2019-10-05 13:45:00,4.0
190489,2019-10-05 14:00:00,10.0
126328,2019-10-05 14:00:00,5.0
94400,2019-10-05 14:00:00,15.0
94401,2019-10-05 14:15:00,12.0
190490,2019-10-05 14:15:00,10.0
126329,2019-10-05 14:15:00,9.0
94402,2019-10-05 14:30:00,1.0
190491,2019-10-05 14:30:00,3.0
126330,2019-10-05 14:30:00,10.0
94403,2019-10-05 14:45:00,5.0
190492,2019-10-05 14:45:00,9.0
190493,2019-10-05 15:00:00,11.0
126331,2019-10-05 15:00:00,1.0
94404,2019-10-05 15:00:00,11.0
126332,2019-10-05 15:15:00,2.0
190494,2019-10-05 15:15:00,8.0
126333,2019-10-05 15:30:00,5.0
126334,2019-10-05 15:45:00,10.0
126335,2019-10-05 16:00:00,9.0
126336,2019-10-05 16:15:00,9.0
190495,2019-10-05 16:30:00,2.0
126337,2019-10-05 16:30:00,2.0
190496,2019-10-05 16:45:00,6.0
126338,2019-10-05 17:00:00,1.0
190497,2019-10-05 17:00:00,13.0
126339,2019-10-05 17:15:00,3.0
190498,2019-10-05 17:15:00,4.0
126340,2019-10-05 17:30:00,4.0
190499,2019-10-05 17:45:00,1.0
126341,2019-10-05 17:45:00,6.0
94416,2019-10-05 18:00:00,1.0
190500,2019-10-05 18:00:00,7.0
94417,2019-10-05 18:15:00,3.0
190501,2019-10-05 18:15:00,7.0
190502,2019-10-05 18:30:00,16.0
126342,2019-10-05 18:30:00,2.0
126343,2019-10-05 18:45:00,1.0
190503,2019-10-05 18:45:00,10.0
190504,2019-10-05 19:00:00,9.0
190505,2019-10-05 19:15:00,10.0
126344,2019-10-05 19:15:00,5.0
94422,2019-10-05 19:30:00,9.0
190506,2019-10-05 19:30:00,11.0
190507,2019-10-05 19:45:00,9.0
126345,2019-10-05 20:00:00,2.0
190508,2019-10-05 20:00:00,14.0
190509,2019-10-05 20:15:00,14.0
94425,2019-10-05 20:15:00,13.0
126346,2019-10-05 20:15:00,2.0
190510,2019-10-05 20:30:00,15.0
94426,2019-10-05 20:30:00,13.0
190511,2019-10-05 20:45:00,14.0
126347,2019-10-05 20:45:00,3.0
94427,2019-10-05 20:45:00,12.0
190512,2019-10-05 21:00:00,10.0
126348,2019-10-05 21:00:00,2.0
190513,2019-10-05 21:15:00,13.0
190514,2019-10-05 21:30:00,2.0
190515,2019-10-07 09:00:00,3.0
190516,2019-10-07 09:15:00,7.0
190517,2019-10-07 09:30:00,11.0
190518,2019-10-07 09:45:00,11.0
126349,2019-10-07 09:45:00,4.0
190519,2019-10-07 10:00:00,8.0
190520,2019-10-07 10:15:00,6.0
190521,2019-10-07 10:30:00,7.0
190522,2019-10-07 10:45:00,10.0
190523,2019-10-07 11:00:00,6.0
190524,2019-10-07 11:15:00,7.0
190525,2019-10-07 11:30:00,2.0
126350,2019-10-07 11:30:00,4.0
190526,2019-10-07 11:45:00,9.0
190527,2019-10-07 12:00:00,9.0
126351,2019-10-07 12:00:00,8.0
190528,2019-10-07 12:15:00,12.0
126352,2019-10-07 12:15:00,6.0
126353,2019-10-07 12:30:00,2.0
190529,2019-10-07 12:30:00,13.0
94445,2019-10-07 12:30:00,15.0
94446,2019-10-07 12:45:00,12.0
126354,2019-10-07 12:45:00,3.0
190530,2019-10-07 12:45:00,14.0
94447,2019-10-07 13:00:00,15.0
190531,2019-10-07 13:00:00,16.0
126355,2019-10-07 13:00:00,7.0
190532,2019-10-07 13:15:00,13.0
126356,2019-10-07 13:15:00,6.0
94449,2019-10-07 13:30:00,13.0
190533,2019-10-07 13:30:00,8.0
126357,2019-10-07 13:30:00,3.0
94450,2019-10-07 13:45:00,14.0
190534,2019-10-07 13:45:00,13.0
126358,2019-10-07 14:00:00,3.0
94451,2019-10-07 14:00:00,15.0
190535,2019-10-07 14:00:00,13.0
94452,2019-10-07 14:15:00,4.0
190536,2019-10-07 14:15:00,2.0
126359,2019-10-07 14:15:00,18.0
190537,2019-10-07 14:30:00,4.0
126360,2019-10-07 14:30:00,13.0
190538,2019-10-07 14:45:00,14.0
94453,2019-10-07 14:45:00,4.0
190539,2019-10-07 15:00:00,15.0
190540,2019-10-07 15:15:00,8.0
190541,2019-10-07 15:30:00,13.0
190542,2019-10-07 15:45:00,5.0
126361,2019-10-07 16:00:00,1.0
190543,2019-10-07 16:00:00,8.0
190544,2019-10-07 16:15:00,10.0
190545,2019-10-07 16:30:00,6.0
190546,2019-10-07 16:45:00,7.0
190547,2019-10-07 17:00:00,2.0
190548,2019-10-07 17:15:00,7.0
190549,2019-10-07 17:30:00,11.0
126362,2019-10-07 17:45:00,10.0
126363,2019-10-07 18:00:00,11.0
190550,2019-10-07 18:15:00,10.0
126364,2019-10-07 18:15:00,14.0
190551,2019-10-07 18:30:00,13.0
94469,2019-10-07 18:45:00,10.0
190552,2019-10-07 18:45:00,10.0
190553,2019-10-07 19:00:00,19.0
190554,2019-10-07 19:15:00,23.0
190555,2019-10-07 19:30:00,17.0
126365,2019-10-07 19:45:00,9.0
190556,2019-10-07 19:45:00,21.0
190557,2019-10-07 20:00:00,9.0
126366,2019-10-07 20:00:00,6.0
126367,2019-10-07 20:15:00,12.0
190558,2019-10-07 20:15:00,10.0
126368,2019-10-07 20:30:00,3.0
94476,2019-10-07 20:30:00,16.0
190559,2019-10-07 20:30:00,17.0
94477,2019-10-07 20:45:00,17.0
190560,2019-10-07 20:45:00,15.0
190561,2019-10-07 21:00:00,11.0
190562,2019-10-07 21:15:00,11.0
190563,2019-10-07 21:30:00,1.0
190564,2019-10-08 09:00:00,6.0
190565,2019-10-08 09:15:00,8.0
190566,2019-10-08 09:30:00,12.0
190567,2019-10-08 09:45:00,15.0
190568,2019-10-08 10:00:00,6.0
190569,2019-10-08 10:15:00,11.0
190570,2019-10-08 10:30:00,5.0
190571,2019-10-08 10:45:00,11.0
190572,2019-10-08 11:00:00,12.0
190573,2019-10-08 11:15:00,13.0
190574,2019-10-08 11:30:00,14.0
126369,2019-10-08 11:45:00,3.0
190575,2019-10-08 11:45:00,12.0
126370,2019-10-08 12:00:00,9.0
190576,2019-10-08 12:00:00,15.0
126371,2019-10-08 12:15:00,6.0
94494,2019-10-08 12:15:00,16.0
190577,2019-10-08 12:15:00,13.0
94495,2019-10-08 12:30:00,11.0
126372,2019-10-08 12:30:00,5.0
190578,2019-10-08 12:30:00,13.0
190579,2019-10-08 12:45:00,13.0
126373,2019-10-08 12:45:00,7.0
190580,2019-10-08 13:00:00,16.0
126374,2019-10-08 13:00:00,9.0
94497,2019-10-08 13:00:00,17.0
190581,2019-10-08 13:15:00,15.0
94498,2019-10-08 13:15:00,15.0
126375,2019-10-08 13:30:00,3.0
94499,2019-10-08 13:30:00,15.0
190582,2019-10-08 13:30:00,12.0
126376,2019-10-08 13:45:00,5.0
94500,2019-10-08 13:45:00,16.0
190583,2019-10-08 13:45:00,14.0
190584,2019-10-08 14:00:00,16.0
94501,2019-10-08 14:00:00,10.0
126377,2019-10-08 14:00:00,7.0
94502,2019-10-08 14:15:00,8.0
190585,2019-10-08 14:15:00,18.0
126378,2019-10-08 14:30:00,18.0
126379,2019-10-08 14:45:00,16.0
190586,2019-10-08 15:00:00,13.0
126380,2019-10-08 15:00:00,1.0
190587,2019-10-08 15:15:00,12.0
190588,2019-10-08 15:30:00,9.0
190589,2019-10-08 15:45:00,8.0
190590,2019-10-08 16:00:00,3.0
190591,2019-10-08 16:15:00,7.0
190592,2019-10-08 16:30:00,4.0
126381,2019-10-08 16:45:00,1.0
190593,2019-10-08 16:45:00,15.0
190594,2019-10-08 17:00:00,8.0
190595,2019-10-08 17:15:00,8.0
190596,2019-10-08 17:30:00,5.0
190597,2019-10-08 17:45:00,15.0
190598,2019-10-08 18:00:00,8.0
190599,2019-10-08 18:15:00,6.0
190600,2019-10-08 18:30:00,11.0
190601,2019-10-08 18:45:00,13.0
190602,2019-10-08 19:00:00,11.0
126382,2019-10-08 19:15:00,4.0
190603,2019-10-08 19:15:00,8.0
126383,2019-10-08 19:30:00,2.0
190604,2019-10-08 19:30:00,14.0
190605,2019-10-08 19:45:00,10.0
94515,2019-10-08 19:45:00,17.0
94516,2019-10-08 20:00:00,14.0
190606,2019-10-08 20:00:00,13.0
94517,2019-10-08 20:15:00,13.0
190607,2019-10-08 20:15:00,18.0
190608,2019-10-08 20:30:00,10.0
94518,2019-10-08 20:30:00,12.0
190609,2019-10-08 20:45:00,15.0
190610,2019-10-08 21:00:00,11.0
126384,2019-10-08 21:00:00,6.0
190611,2019-10-08 21:15:00,4.0
190612,2019-10-09 09:00:00,6.0
190613,2019-10-09 09:15:00,4.0
190614,2019-10-09 09:30:00,10.0
190615,2019-10-09 09:45:00,8.0
190616,2019-10-09 10:00:00,4.0
190617,2019-10-09 10:15:00,8.0
190618,2019-10-09 10:30:00,7.0
190619,2019-10-09 10:45:00,12.0
190620,2019-10-09 11:00:00,14.0
126385,2019-10-09 11:15:00,1.0
190621,2019-10-09 11:15:00,13.0
190622,2019-10-09 11:30:00,15.0
126386,2019-10-09 11:30:00,6.0
190623,2019-10-09 11:45:00,10.0
126387,2019-10-09 11:45:00,3.0
190624,2019-10-09 12:00:00,11.0
94534,2019-10-09 12:00:00,12.0
126388,2019-10-09 12:00:00,6.0
94535,2019-10-09 12:15:00,2.0
190625,2019-10-09 12:15:00,9.0
126389,2019-10-09 12:15:00,5.0
126390,2019-10-09 12:30:00,17.0
190626,2019-10-09 12:30:00,9.0
94536,2019-10-09 12:30:00,8.0
126391,2019-10-09 12:45:00,7.0
190627,2019-10-09 12:45:00,12.0
94537,2019-10-09 12:45:00,18.0
190628,2019-10-09 13:00:00,19.0
94538,2019-10-09 13:00:00,15.0
126392,2019-10-09 13:15:00,4.0
190629,2019-10-09 13:15:00,13.0
190630,2019-10-09 13:30:00,16.0
126393,2019-10-09 13:30:00,5.0
126394,2019-10-09 13:45:00,1.0
190631,2019-10-09 13:45:00,17.0
126395,2019-10-09 14:00:00,4.0
190632,2019-10-09 14:00:00,17.0
94542,2019-10-09 14:00:00,22.0
126396,2019-10-09 14:15:00,7.0
94543,2019-10-09 14:15:00,10.0
190633,2019-10-09 14:15:00,17.0
190634,2019-10-09 14:30:00,13.0
126397,2019-10-09 14:30:00,7.0
190635,2019-10-09 14:45:00,7.0
94544,2019-10-09 14:45:00,5.0
126398,2019-10-09 14:45:00,4.0
126399,2019-10-09 15:00:00,6.0
190636,2019-10-09 15:00:00,5.0
190637,2019-10-09 15:15:00,7.0
190638,2019-10-09 15:30:00,7.0
190639,2019-10-09 15:45:00,5.0
126400,2019-10-09 16:00:00,5.0
190640,2019-10-09 16:00:00,5.0
190641,2019-10-09 16:15:00,5.0
190642,2019-10-09 16:30:00,8.0
190643,2019-10-09 16:45:00,10.0
94552,2019-10-09 16:45:00,4.0
190644,2019-10-09 17:00:00,8.0
94553,2019-10-09 17:15:00,1.0
190645,2019-10-09 17:15:00,7.0
190646,2019-10-09 17:30:00,7.0
190647,2019-10-09 17:45:00,7.0
190648,2019-10-09 18:00:00,10.0
94557,2019-10-09 18:15:00,13.0
126401,2019-10-09 18:15:00,2.0
190649,2019-10-09 18:15:00,10.0
190650,2019-10-09 18:30:00,5.0
190651,2019-10-09 18:45:00,13.0
126402,2019-10-09 19:00:00,4.0
190652,2019-10-09 19:00:00,9.0
190653,2019-10-09 19:15:00,11.0
190654,2019-10-09 19:30:00,16.0
94562,2019-10-09 19:30:00,16.0
94563,2019-10-09 19:45:00,15.0
190655,2019-10-09 19:45:00,20.0
190656,2019-10-09 20:00:00,17.0
126403,2019-10-09 20:00:00,4.0
190657,2019-10-09 20:15:00,15.0
126404,2019-10-09 20:30:00,3.0
190658,2019-10-09 20:30:00,11.0
126405,2019-10-09 20:45:00,3.0
190659,2019-10-09 20:45:00,13.0
190660,2019-10-09 21:00:00,14.0
126406,2019-10-09 21:00:00,3.0
190661,2019-10-09 21:15:00,10.0
190662,2019-10-10 09:00:00,3.0
190663,2019-10-10 09:15:00,5.0
190664,2019-10-10 09:30:00,11.0
190665,2019-10-10 09:45:00,3.0
190666,2019-10-10 10:00:00,11.0
190667,2019-10-10 10:15:00,6.0
190668,2019-10-10 10:30:00,14.0
190669,2019-10-10 10:45:00,10.0
126407,2019-10-10 11:00:00,4.0
190670,2019-10-10 11:00:00,10.0
94579,2019-10-10 11:15:00,10.0
190671,2019-10-10 11:15:00,13.0
126408,2019-10-10 11:30:00,2.0
190672,2019-10-10 11:30:00,13.0
94581,2019-10-10 11:45:00,9.0
190673,2019-10-10 11:45:00,12.0
94582,2019-10-10 12:00:00,13.0
190674,2019-10-10 12:00:00,8.0
94583,2019-10-10 12:15:00,9.0
126409,2019-10-10 12:15:00,3.0
190675,2019-10-10 12:15:00,15.0
126410,2019-10-10 12:30:00,10.0
190676,2019-10-10 12:30:00,11.0
94584,2019-10-10 12:30:00,11.0
126411,2019-10-10 12:45:00,8.0
190677,2019-10-10 12:45:00,14.0
94585,2019-10-10 12:45:00,12.0
190678,2019-10-10 13:00:00,13.0
190679,2019-10-10 13:15:00,10.0
126412,2019-10-10 13:15:00,8.0
94587,2019-10-10 13:15:00,14.0
126413,2019-10-10 13:30:00,10.0
94588,2019-10-10 13:30:00,19.0
190680,2019-10-10 13:30:00,14.0
126414,2019-10-10 13:45:00,7.0
190681,2019-10-10 13:45:00,11.0
94590,2019-10-10 14:00:00,11.0
190682,2019-10-10 14:00:00,15.0
94591,2019-10-10 14:15:00,4.0
190683,2019-10-10 14:15:00,16.0
126415,2019-10-10 14:30:00,6.0
190684,2019-10-10 14:30:00,21.0
126416,2019-10-10 14:45:00,4.0
190685,2019-10-10 14:45:00,4.0
94592,2019-10-10 15:00:00,1.0
126417,2019-10-10 15:00:00,11.0
190686,2019-10-10 15:00:00,4.0
190687,2019-10-10 15:15:00,12.0
94593,2019-10-10 15:15:00,3.0
190688,2019-10-10 15:30:00,3.0
190689,2019-10-10 15:45:00,4.0
190690,2019-10-10 16:00:00,6.0
190691,2019-10-10 16:15:00,7.0
190692,2019-10-10 16:30:00,11.0
190693,2019-10-10 16:45:00,7.0
190694,2019-10-10 17:00:00,6.0
94600,2019-10-10 17:00:00,6.0
190695,2019-10-10 17:15:00,9.0
94601,2019-10-10 17:30:00,2.0
126418,2019-10-10 17:30:00,2.0
190696,2019-10-10 17:30:00,4.0
126419,2019-10-10 17:45:00,8.0
126420,2019-10-10 18:00:00,9.0
126421,2019-10-10 18:15:00,1.0
190697,2019-10-10 18:15:00,4.0
190698,2019-10-10 18:30:00,14.0
190699,2019-10-10 18:45:00,9.0
126422,2019-10-10 19:00:00,2.0
190700,2019-10-10 19:00:00,15.0
190701,2019-10-10 19:15:00,12.0
190702,2019-10-10 19:30:00,13.0
190703,2019-10-10 19:45:00,21.0
126423,2019-10-10 19:45:00,9.0
190704,2019-10-10 20:00:00,17.0
126424,2019-10-10 20:15:00,8.0
94612,2019-10-10 20:15:00,14.0
190705,2019-10-10 20:15:00,21.0
94613,2019-10-10 20:30:00,19.0
190706,2019-10-10 20:30:00,19.0
126425,2019-10-10 20:45:00,7.0
94614,2019-10-10 20:45:00,18.0
190707,2019-10-10 20:45:00,15.0
190708,2019-10-10 21:00:00,17.0
190709,2019-10-10 21:15:00,12.0
190710,2019-10-11 09:00:00,2.0
190711,2019-10-11 09:15:00,5.0
190712,2019-10-11 09:30:00,8.0
126426,2019-10-11 09:30:00,6.0
126427,2019-10-11 09:45:00,3.0
190713,2019-10-11 09:45:00,8.0
190714,2019-10-11 10:00:00,12.0
190715,2019-10-11 10:15:00,8.0
190716,2019-10-11 10:30:00,11.0
94624,2019-10-11 10:45:00,15.0
190717,2019-10-11 10:45:00,12.0
126428,2019-10-11 11:00:00,5.0
190718,2019-10-11 11:00:00,5.0
190719,2019-10-11 11:15:00,8.0
126429,2019-10-11 11:15:00,7.0
190720,2019-10-11 11:30:00,8.0
126430,2019-10-11 11:30:00,10.0
126431,2019-10-11 11:45:00,9.0
190721,2019-10-11 11:45:00,12.0
94628,2019-10-11 11:45:00,15.0
94629,2019-10-11 12:00:00,14.0
190722,2019-10-11 12:00:00,11.0
126432,2019-10-11 12:00:00,13.0
94630,2019-10-11 12:15:00,1.0
190723,2019-10-11 12:15:00,11.0
126433,2019-10-11 12:15:00,5.0
94631,2019-10-11 12:30:00,9.0
126434,2019-10-11 12:30:00,3.0
190724,2019-10-11 12:30:00,11.0
126435,2019-10-11 12:45:00,9.0
94632,2019-10-11 12:45:00,13.0
190725,2019-10-11 12:45:00,10.0
94633,2019-10-11 13:00:00,15.0
126436,2019-10-11 13:00:00,9.0
190726,2019-10-11 13:00:00,13.0
126437,2019-10-11 13:15:00,5.0
94634,2019-10-11 13:15:00,12.0
190727,2019-10-11 13:15:00,11.0
126438,2019-10-11 13:30:00,12.0
94635,2019-10-11 13:30:00,12.0
190728,2019-10-11 13:30:00,12.0
190729,2019-10-11 13:45:00,10.0
126439,2019-10-11 13:45:00,5.0
94636,2019-10-11 13:45:00,2.0
190730,2019-10-11 14:00:00,12.0
94637,2019-10-11 14:00:00,10.0
126440,2019-10-11 14:00:00,7.0
190731,2019-10-11 14:15:00,1.0
94638,2019-10-11 14:15:00,15.0
126441,2019-10-11 14:15:00,14.0
190732,2019-10-11 14:30:00,11.0
94639,2019-10-11 14:30:00,14.0
126442,2019-10-11 14:30:00,8.0
94640,2019-10-11 14:45:00,4.0
190733,2019-10-11 14:45:00,13.0
190734,2019-10-11 15:00:00,12.0
94641,2019-10-11 15:00:00,1.0
190735,2019-10-11 15:15:00,16.0
190736,2019-10-11 15:30:00,13.0
190737,2019-10-11 15:45:00,6.0
190738,2019-10-11 16:00:00,5.0
190739,2019-10-11 16:15:00,5.0
94642,2019-10-11 16:30:00,1.0
190740,2019-10-11 16:30:00,8.0
190741,2019-10-11 16:45:00,10.0
190742,2019-10-11 17:00:00,10.0
190743,2019-10-11 17:15:00,9.0
190744,2019-10-11 17:30:00,9.0
190745,2019-10-11 17:45:00,13.0
190746,2019-10-11 18:00:00,13.0
190747,2019-10-11 18:15:00,11.0
94649,2019-10-11 18:15:00,6.0
190748,2019-10-11 18:30:00,16.0
190749,2019-10-11 18:45:00,11.0
126443,2019-10-11 18:45:00,10.0
190750,2019-10-11 19:00:00,15.0
94652,2019-10-11 19:00:00,10.0
126444,2019-10-11 19:00:00,5.0
190751,2019-10-11 19:15:00,13.0
126445,2019-10-11 19:15:00,4.0
190752,2019-10-11 19:30:00,15.0
94654,2019-10-11 19:30:00,10.0
126446,2019-10-11 19:45:00,4.0
94655,2019-10-11 19:45:00,17.0
190753,2019-10-11 19:45:00,12.0
190754,2019-10-11 20:00:00,11.0
126447,2019-10-11 20:15:00,6.0
190755,2019-10-11 20:15:00,15.0
126448,2019-10-11 20:30:00,4.0
94658,2019-10-11 20:30:00,21.0
190756,2019-10-11 20:30:00,14.0
190757,2019-10-11 20:45:00,14.0
94659,2019-10-11 20:45:00,16.0
190758,2019-10-11 21:00:00,12.0
126449,2019-10-11 21:00:00,4.0
190759,2019-10-11 21:15:00,11.0
94661,2019-10-11 21:15:00,10.0
190760,2019-10-11 21:30:00,5.0
190762,2019-10-12 09:30:00,8.0
190763,2019-10-12 09:45:00,6.0
190764,2019-10-12 10:00:00,6.0
190765,2019-10-12 10:15:00,6.0
190766,2019-10-12 10:30:00,10.0
190767,2019-10-12 10:45:00,14.0
190768,2019-10-12 11:00:00,8.0
126450,2019-10-12 11:15:00,5.0
190769,2019-10-12 11:15:00,9.0
126451,2019-10-12 11:30:00,3.0
190770,2019-10-12 11:30:00,15.0
190771,2019-10-12 11:45:00,12.0
126452,2019-10-12 12:00:00,2.0
190772,2019-10-12 12:00:00,13.0
126453,2019-10-12 12:15:00,9.0
94674,2019-10-12 12:15:00,14.0
190773,2019-10-12 12:15:00,6.0
126454,2019-10-12 12:30:00,1.0
94675,2019-10-12 12:30:00,11.0
190774,2019-10-12 12:30:00,14.0
126455,2019-10-12 12:45:00,2.0
190775,2019-10-12 12:45:00,9.0
126456,2019-10-12 13:00:00,10.0
94677,2019-10-12 13:00:00,16.0
190776,2019-10-12 13:00:00,18.0
126457,2019-10-12 13:15:00,11.0
94678,2019-10-12 13:15:00,12.0
190777,2019-10-12 13:15:00,7.0
190778,2019-10-12 13:30:00,14.0
190779,2019-10-12 13:45:00,14.0
126458,2019-10-12 13:45:00,4.0
126459,2019-10-12 14:00:00,7.0
94681,2019-10-12 14:00:00,15.0
190780,2019-10-12 14:00:00,7.0
126460,2019-10-12 14:15:00,4.0
190781,2019-10-12 14:15:00,9.0
190782,2019-10-12 14:30:00,5.0
190783,2019-10-12 14:45:00,10.0
190784,2019-10-14 09:00:00,6.0
190785,2019-10-14 09:15:00,9.0
190786,2019-10-14 09:30:00,9.0
190787,2019-10-14 09:45:00,10.0
190788,2019-10-14 10:00:00,9.0
190789,2019-10-14 10:15:00,9.0
190790,2019-10-14 10:30:00,2.0
190791,2019-10-14 10:45:00,12.0
94693,2019-10-14 11:00:00,9.0
190792,2019-10-14 11:00:00,17.0
190793,2019-10-14 11:15:00,13.0
126461,2019-10-14 11:15:00,1.0
94694,2019-10-14 11:15:00,2.0
190794,2019-10-14 11:30:00,15.0
190795,2019-10-14 11:45:00,12.0
126462,2019-10-14 11:45:00,8.0
190796,2019-10-14 12:00:00,7.0
126463,2019-10-14 12:00:00,14.0
190797,2019-10-14 12:15:00,19.0
126464,2019-10-14 12:15:00,7.0
94698,2019-10-14 12:15:00,14.0
190798,2019-10-14 12:30:00,13.0
126465,2019-10-14 12:30:00,3.0
190799,2019-10-14 12:45:00,14.0
94701,2019-10-14 13:00:00,11.0
190800,2019-10-14 13:00:00,15.0
126466,2019-10-14 13:00:00,12.0
94702,2019-10-14 13:15:00,12.0
126467,2019-10-14 13:15:00,10.0
190801,2019-10-14 13:15:00,17.0
94703,2019-10-14 13:30:00,13.0
190802,2019-10-14 13:30:00,16.0
126468,2019-10-14 13:30:00,9.0
126469,2019-10-14 13:45:00,6.0
190803,2019-10-14 13:45:00,14.0
94705,2019-10-14 14:00:00,15.0
190804,2019-10-14 14:00:00,11.0
190805,2019-10-14 14:15:00,18.0
126470,2019-10-14 14:15:00,2.0
94706,2019-10-14 14:15:00,1.0
126471,2019-10-14 14:30:00,13.0
126472,2019-10-14 14:45:00,17.0
190806,2019-10-14 15:00:00,2.0
126473,2019-10-14 15:00:00,15.0
190807,2019-10-14 15:15:00,15.0
190808,2019-10-14 15:30:00,11.0
190809,2019-10-14 15:45:00,8.0
190810,2019-10-14 16:00:00,6.0
126474,2019-10-14 16:15:00,1.0
190811,2019-10-14 16:15:00,4.0
190812,2019-10-14 16:30:00,4.0
190813,2019-10-14 16:45:00,7.0
94707,2019-10-14 16:45:00,6.0
190814,2019-10-14 17:00:00,4.0
190815,2019-10-14 17:15:00,9.0
190816,2019-10-14 17:30:00,5.0
126475,2019-10-14 17:30:00,7.0
126476,2019-10-14 17:45:00,9.0
190817,2019-10-14 17:45:00,2.0
126477,2019-10-14 18:00:00,6.0
190818,2019-10-14 18:00:00,4.0
190819,2019-10-14 18:15:00,13.0
190820,2019-10-14 18:30:00,11.0
190821,2019-10-14 18:45:00,9.0
126478,2019-10-14 19:00:00,3.0
190822,2019-10-14 19:00:00,13.0
190823,2019-10-14 19:15:00,15.0
126479,2019-10-14 19:15:00,3.0
126480,2019-10-14 19:30:00,9.0
190824,2019-10-14 19:30:00,12.0
126481,2019-10-14 19:45:00,12.0
190825,2019-10-14 19:45:00,16.0
190826,2019-10-14 20:00:00,12.0
190827,2019-10-14 20:15:00,17.0
94721,2019-10-14 20:15:00,12.0
190828,2019-10-14 20:30:00,10.0
126482,2019-10-14 20:30:00,6.0
126483,2019-10-14 20:45:00,4.0
190829,2019-10-14 20:45:00,11.0
126484,2019-10-14 21:00:00,3.0
190830,2019-10-14 21:00:00,15.0
190831,2019-10-14 21:15:00,14.0
190832,2019-10-14 21:30:00,1.0
190833,2019-10-15 09:00:00,9.0
190834,2019-10-15 09:15:00,3.0
190835,2019-10-15 09:30:00,8.0
190836,2019-10-15 09:45:00,2.0
190837,2019-10-15 10:00:00,7.0
190838,2019-10-15 10:15:00,10.0
190839,2019-10-15 10:30:00,11.0
190840,2019-10-15 10:45:00,4.0
190841,2019-10-15 11:00:00,16.0
94736,2019-10-15 11:15:00,15.0
190842,2019-10-15 11:15:00,10.0
190843,2019-10-15 11:30:00,14.0
190844,2019-10-15 11:45:00,11.0
126485,2019-10-15 11:45:00,3.0
190845,2019-10-15 12:00:00,6.0
126486,2019-10-15 12:00:00,7.0
190846,2019-10-15 12:15:00,19.0
126487,2019-10-15 12:15:00,7.0
126488,2019-10-15 12:30:00,6.0
94741,2019-10-15 12:30:00,12.0
190847,2019-10-15 12:30:00,13.0
190848,2019-10-15 12:45:00,18.0
126489,2019-10-15 12:45:00,4.0
94742,2019-10-15 12:45:00,5.0
190849,2019-10-15 13:00:00,13.0
190850,2019-10-15 13:15:00,17.0
94744,2019-10-15 13:15:00,13.0
126490,2019-10-15 13:15:00,6.0
190851,2019-10-15 13:30:00,13.0
